,prob
490,0.98539998
491,0.891991359
492,0.964677268
493,0.93066377
494,0.963112496
495,0.952226023
496,0.963100724
497,0.982681579
498,0.958592512
499,0.9417291
500,0.924573171
501,0.884317429
502,0.95569331
503,0.934224855
504,0.96762365
505,0.952623664
506,0.968840528
507,0.937827486
508,0.967954365
509,0.969964163
510,0.963982861
511,0.932769604
512,0.976741258
513,0.970410354
514,0.962509242
515,0.924666856
516,0.958130954
517,0.956370069
518,0.980222904
519,0.94246807
520,0.965480874
521,0.981636299
522,0.952267538
523,0.963879081
524,0.96365676
525,0.965639643
526,0.970959493
527,0.97543867
528,0.957611897
529,0.982681579
530,0.969425527
531,0.987738409
532,0.94617675
533,0.979887416
534,0.973517115
535,0.973813863
536,0.987791881
537,0.949772645
538,0.992501814
539,0.928132325
540,0.949034591
541,0.92336119
542,0.887417456
543,0.978304355
544,0.95335544
545,0.963613478
546,0.94474416
547,0.979546839
548,0.944964074
549,0.969756184
550,0.951138957
551,0.919774002
552,0.963083764
553,0.922454163
554,0.983160245
555,0.955060916
556,0.924014791
557,0.966814206
558,0.988559914
559,0.981867451
560,0.944907642
561,0.936739674
562,0.92374414
563,0.969835498
564,0.945087468
565,0.950533289
566,0.977661988
567,0.973407189
568,0.961338369
569,0.969529138
570,0.918906012
571,0.973531028
572,0.975761242
573,0.946516312
574,0.951788951
575,0.949178809
576,0.957204376
577,0.94847486
578,0.978957887
579,0.922226989
580,0.965593083
581,0.98539998
582,0.988807461
583,0.961296845
584,0.957236797
585,0.9850625
586,0.975939203
587,0.973648471
588,0.953183618
589,0.940358493
590,0.954952516
591,0.951771826
592,0.924620025
593,0.971355865
594,0.965901047
595,0.957648963
596,0.95490888
597,0.955409177
598,0.913664365
599,0.96601503
600,0.971425659
601,0.921227684
602,0.959240791
603,0.982850508
604,0.974110487
605,0.949467651
606,0.905640147
607,0.965386914
608,0.989035508
609,0.955409177
610,0.956414981
611,0.931786657
612,0.933882157
613,0.883979027
614,0.961876699
615,0.969228435
616,0.96774446
617,0.910152326
618,0.976921505
619,0.977848743
620,0.95335544
621,0.931601197
622,0.96138791
623,0.953683837
624,0.965901047
625,0.950343013
626,0.960067694
627,0.948938672
628,0.947089126
629,0.952874321
630,0.96270931
631,0.953780383
632,0.954592642
633,0.978837242
634,0.949519774
635,0.979767654
636,0.947885537
637,0.982042695
638,0.93066824
639,0.978124208
640,0.991984146
641,0.964611772
642,0.983258015
643,0.97985734
644,0.904709036
645,0.972780985
646,0.951971182
647,0.988418787
648,0.959849943
649,0.949082879
650,0.948958236
651,0.979418045
652,0.952764297
653,0.943720814
654,0.949409802
655,0.986132956
656,0.922217523
657,0.952745485
658,0.981180593
659,0.963121849
660,0.972060634
661,0.975227319
662,0.943649597
663,0.951971182
664,0.972780985
665,0.912507881
666,0.94177116
667,0.987885729
668,0.839290078
669,0.973067962
670,0.987885729
671,0.841041497
672,0.986251383
673,0.978081942
674,0.97985734
675,0.96774446
676,0.90540408
677,0.962588247
678,0.957908045
679,0.888526966
680,0.957555201
681,0.941829728
682,0.955917226
683,0.982238468
684,0.959109006
685,0.950921827
686,0.988616123
687,0.977991703
688,0.961995407
689,0.930843166
690,0.972349759
691,0.983648356
692,0.983648356
693,0.976184349
694,0.958434306
695,0.919577894
696,0.950420708
697,0.956529948
698,0.973866434
699,0.9850625
700,0.963465855
701,0.973853616
702,0.980065453
703,0.970767235
704,0.985093914
705,0.956897084
706,0.970767235
707,0.985093914
708,0.968524907
709,0.907053311
710,0.946940836
711,0.985992506
712,0.979952064
713,0.92115309
714,0.945554769
715,0.956256477
716,0.975279004
717,0.981485857
718,0.983263669
719,0.973712873
720,0.941675201
721,0.97592487
722,0.97692943
723,0.95919318
724,0.972136405
725,0.95495296
726,0.946425051
727,0.945860256
728,0.978927954
729,0.957492149
730,0.985992506
731,0.979952064
732,0.982850508
733,0.969741746
734,0.973712873
735,0.970972306
736,0.985867858
737,0.954315068
738,0.07030712
739,0.002125779
740,0.007338861
741,0.009541128
742,0.013810478
743,0.009536516
744,0.000609578
745,0.001872002
746,0.012672997
747,0.013602121
748,0.005739899
749,0.008384559
750,0.007924478
751,0.011990108
752,0.046879885
753,0.003781783
754,0.00627588
755,0.009898084
756,0.055291357
757,0.002749887
758,0.00510067
759,0.002455924
760,0.004403926
761,0.00894651
762,0.003131574
763,0.008344858
764,0.00384583
765,0.005205916
766,0.01445641
767,0.019843304
768,0.018318797
769,0.019857381
770,0.004102929
771,0.006897078
772,0.013262532
773,0.007446465
774,0.003844552
775,0.005740284
776,0.007350782
777,0.006197606
778,0.003673036
779,0.018595296
780,0.002764961
781,0.014088538
782,0.000367051
783,0.094604719
784,0.001248818
785,0.027849585
786,0.006705178
787,0.006624657
788,0.016756601
789,0.011209812
790,0.076621014
791,0.028099536
792,0.003040949
793,0.004319568
794,0.038287204
795,0.000628339
796,0.002893548
797,0.069034367
798,0.007543293
799,0.014988826
800,0.029113499
801,0.002944752
802,0.020131787
803,0.016124171
804,0.015740445
805,0.017996826
806,0.018679589
807,0.027456639
808,0.001115898
809,0.006074313
810,0.006270927
811,0.002690712
812,0.10667902
813,0.00074069
814,0.03430525
815,0.003334453
816,0.011738052
817,0.006180888
818,0.026646489
819,0.022640847
820,0.023691319
821,0.076624723
822,0.076001277
823,0.002827295
824,0.006176931
825,0.002398329
826,0.006601437
827,0.079372374
828,0.017805965
829,0.007185847
830,0.002424276
831,0.002165131
832,0.012904895
833,0.044932927
834,0.034057418
835,0.009014646
836,0.002147075
837,0.004756514
838,0.001764161
839,0.007857859
840,0.002512663
841,0.006723255
842,0.020651196
843,0.01554041
844,0.002810467
845,0.004447
846,0.001603226
847,0.006633963
848,0.009972444
849,0.001029168
850,0.008789982
851,0.029323546
852,0.025008551
853,0.055807222
854,0.029297977
855,0.004294846
856,0.046398348
857,0.01549998
858,0.022612222
859,0.002302643
860,0.003527571
861,0.007943921
862,0.003803018
863,0.036371595
864,0.021829873
865,0.110787808
866,0.0703514
867,0.026872815
868,0.005553773
869,0.06737789
870,0.282981093
871,0.47240076
872,0.08083278
873,0.014545968
874,0.016836711
875,0.007207465
876,0.008387092
877,0.005820283
878,0.004093338
879,0.007909721
880,0.021579127
881,0.002849647
882,0.00246501
883,0.007780891
884,0.00469465
885,0.013645077
886,0.06957615
887,0.001311767
888,0.009724252
889,0.008382178
890,0.004366506
891,0.014115039
892,0.006465582
893,0.002945086
894,0.029004506
895,0.019682166
896,0.021679332
897,0.007936845
898,0.012309649
899,0.075364479
900,0.006592999
901,0.003930366
902,0.004062735
903,0.003392953
904,0.002316649
905,0.004804686
906,0.000653521
907,0.034340908
908,0.023684412
909,0.013659393
910,0.008531117
911,0.015087211
912,0.029336296
913,0.005794215
914,0.001814995
915,0.015695332
916,0.020056201
917,0.002587662
918,0.002155406
919,0.013760314
920,0.001882222
921,0.082370211
922,0.003683878
923,0.091759148
924,0.012302557
925,0.001635009
926,0.120646823
927,0.0119775
928,0.006066604
929,0.00116083
930,0.084131974
931,0.003168408
932,0.005051799
933,0.002317083
934,0.003987127
935,0.018278982
936,0.006813855
937,0.056682755
938,0.002937935
939,0.000891168
940,0.00380284
941,0.020702928
942,0.000198678
943,0.001608898
944,0.055561271
945,0.106794539
946,0.012483689
947,0.005826571
948,0.009158967
949,0.01600052
950,0.002091805
951,0.005874358
952,0.02124375
953,0.088246689
954,0.008965915
955,0.041076048
956,0.17462268
957,0.009178702
958,0.02325825
959,0.090340056
960,0.025096356
961,0.014795481
962,0.025800152
963,0.181314381
964,0.011491853
965,0.057328419
966,0.029395552
967,0.04551347
968,0.11972442
969,0.001659099
970,0.027094464
971,0.00775381
972,0.059904174
973,0.00203941
974,0.033422443
975,0.145539036
976,0.100340604
977,0.005128223
978,0.070626064
979,0.00253138
980,0.005903906
981,0.024809586
982,0.005680859
983,0.04979866
984,0.056125188
985,0.013292969
986,0.000406106
987,0.032284995
988,0.003224701
989,0.06588292
990,0.040786292
991,0.017290666
992,0.036253669
993,0.013187791
994,0.031699806
995,0.009571566
996,0.002366354
997,0.021519173
998,0.014382275
999,0.011387163
1000,0.186542732
1001,0.013339511
1002,0.032998453
1003,0.012919697
1004,0.020968397
1005,0.004241799
1006,0.004366695
1007,0.002725152
1008,0.019527283
1009,0.010754744
1010,0.09630449
1011,0.004024182
1012,0.089476893
1013,0.006132594
1014,0.030902698
1015,0.070484621
1016,0.012988194
1017,0.005582227
1018,0.052013801
1019,0.016122764
1020,0.005556529
1021,0.031944112
1022,0.005589049
1023,0.013069224
1024,0.043574719
1025,0.033665435
1026,0.057506758
1027,0.006404885
1028,0.13569531
1029,0.003793351
1030,0.059193859
1031,0.006897198
1032,0.00771471
1033,0.013944581
1034,0.111071612
1035,0.008045061
1036,0.008692435
1037,0.00683829
1038,0.337574401
1039,0.020810494
1040,0.027892975
1041,0.052974387
1042,0.006415546
1043,0.026246174
1044,0.012210617
1045,0.003779351
1046,0.017250631
1047,0.006098162
1048,0.016173779
1049,0.079483115
1050,0.002826934
1051,0.004867319
1052,0.00292078
1053,0.004113882
1054,0.000327141
1055,0.024566181
1056,0.002258963
1057,0.003708491
1058,0.018208224
1059,0.004939116
1060,0.01088459
1061,0.123707689
1062,0.002998224
1063,0.001824243
1064,0.100537343
1065,0.009695804
1066,0.006425067
1067,0.001860202
1068,0.046676222
1069,0.003814133
1070,0.01129679
1071,0.007575039
1072,0.027018302
1073,0.029108594
1074,0.039264245
1075,0.091738971
1076,0.018683694
1077,0.026120268
1078,0.04256095
1079,0.257687255
1080,0.030934423
1081,0.004684204
1082,0.00218509
1083,0.002533362
1084,0.008485006
1085,0.035895004
1086,0.010242654
1087,0.021616852
1088,0.001966056
1089,0.026088885
1090,0.043169803
1091,0.029070375
1092,0.065188028
1093,0.024020044
1094,0.040903622
1095,0.014427018
1096,0.051434693
1097,0.009204313
1098,0.012998285
1099,0.006679898
1100,0.002443908
1101,0.040320184
1102,0.005353398
1103,0.231836321
1104,0.009272959
1105,0.003304462
1106,0.080924269
1107,0.003597319
1108,0.004926137
1109,0.081475282
1110,0.004199136
1111,0.026280211
1112,0.001764847
1113,0.166513629
1114,0.060341991
1115,0.039362188
1116,0.002666954
1117,0.100921464
1118,0.02122832
1119,0.001429006
1120,0.1077248
1121,0.007537597
1122,0.11164605
1123,0.008914633
1124,0.001816037
1125,0.016860361
1126,0.015353336
1127,0.031641807
1128,0.006751085
1129,0.007507228
1130,0.012824767
1131,0.012359921
1132,0.020250334
1133,0.011411634
1134,0.002576433
1135,0.125777688
1136,0.009901802
1137,0.020210989
1138,0.019447525
1139,0.001432645
1140,0.022210397
1141,0.052343153
1142,0.01116422
1143,0.00125249
1144,0.037329543
1145,0.076621962
1146,0.0936588
1147,0.002458541
1148,0.007962643
1149,0.007479217
1150,0.014051794
1151,0.000564951
1152,0.010896427
1153,0.009860695
1154,0.069686177
1155,0.264130416
1156,0.012070697
1157,0.007608792
1158,0.004354071
1159,0.015852869
1160,0.027005361
1161,0.137420874
1162,0.165131379
1163,0.002248221
1164,0.026052901
1165,0.016331732
1166,0.020324003
1167,0.034553007
1168,0.027036564
1169,0.048413185
1170,0.019224388
1171,0.024763567
1172,0.009273294
1173,0.204847203
1174,0.046966759
1175,0.001653839
1176,0.111594404
1177,0.016229209
1178,0.006527236
1179,0.011156245
1180,0.118767219
1181,0.009886864
1182,0.015612617
1183,0.016417956
1184,0.047533706
1185,0.101052683
1186,0.015150786
1187,0.003137733
1188,0.024700297
1189,0.051803484
1190,0.001452462
1191,0.051283845
1192,0.023133014
1193,0.020332623
1194,0.03329706
1195,0.021534798
1196,0.002512697
1197,0.085844397
1198,0.061742565
1199,0.042161613
1200,0.008366205
1201,0.02645351
1202,0.027566877
1203,0.000437882
1204,0.007600352
1205,0.003728453
1206,0.001485207
1207,0.161012037
1208,0.080223575
1209,0.010280528
1210,0.075626284
1211,0.006222184
1212,0.064699725
1213,0.013877555
1214,0.030703884
1215,0.020542512
1216,0.024309097
1217,0.005794438
1218,0.007935576
1219,0.038872285
1220,0.004359651
1221,0.201706422
1222,0.213970457
1223,0.059672459
1224,0.011920789
1225,0.189395998
1226,0.005638925
1227,0.02424042
1228,0.039442884
1229,0.042771031
1230,0.042357299
1231,0.130139972
1232,0.085835072
1233,0.018129435
1234,0.006330565
1235,0.010208548
1236,0.009988192
1237,0.020302425
1238,0.000530804
1239,0.038253104
1240,0.002140764
1241,0.02672048
1242,0.045775345
1243,0.000432873
1244,0.234515654
1245,0.01144043
1246,0.097093681
1247,0.004033636
1248,0.066422997
1249,0.008359926
1250,0.02063682
1251,0.012780855
1252,0.004706006
1253,0.031061517
1254,0.019030174
1255,0.001020524
1256,0.026667501
1257,0.022118189
1258,0.00940599
1259,0.013855927
1260,0.066295931
1261,0.010403786
1262,0.036878961
1263,0.013785276
1264,0.006263529
1265,0.020679582
1266,0.265431891
1267,0.011393228
1268,0.02588154
1269,0.166698702
1270,0.277288741
1271,0.068747148
1272,0.065608598
1273,0.004055519
1274,0.008681879
1275,0.026124567
1276,0.001431609
1277,0.041422609
1278,0.006297943
1279,0.002779138
1280,0.005634258
1281,0.008727708
1282,0.007896935
1283,0.011660411
1284,0.101767561
1285,0.069777801
1286,0.006135839
1287,0.003408454
1288,0.04215376
1289,0.048742981
1290,0.022153802
1291,0.003572341
1292,0.008994682
1293,0.078285533
1294,0.036025397
1295,0.012391273
1296,0.001558782
1297,0.006146783
1298,0.043311327
1299,0.008026232
1300,0.036771035
1301,0.020608568
1302,0.014880871
1303,0.042320401
1304,0.040338984
1305,0.009671431
1306,0.023503635
1307,0.025764035
1308,0.005889158
1309,0.028194802
1310,0.002496292
1311,0.037615088
1312,0.044758593
1313,0.067298496
1314,0.055337759
1315,0.039660339
1316,0.008406543
1317,0.029354339
1318,0.009368911
1319,0.007177866
1320,0.04448258
1321,0.008435723
1322,0.109531265
1323,0.259884936
1324,0.013046202
1325,0.005458597
1326,0.009021225
1327,0.011778472
1328,0.023439487
1329,0.00796733
1330,0.024457218
1331,0.212987465
1332,0.017716255
1333,0.018014629
1334,0.026296427
1335,0.263134931
1336,0.047464017
1337,0.037759826
1338,0.000230663
1339,0.215994744
1340,0.00524471
1341,0.013735525
1342,0.003483336
1343,0.011416848
1344,0.005593101
1345,0.043582842
1346,0.021493111
1347,0.00130203
1348,0.210272007
1349,0.002477488
1350,0.004336355
1351,0.010016726
1352,0.007379907
1353,0.00294045
1354,0.005096139
1355,0.029827241
1356,0.054345542
1357,0.013583057
1358,0.006625467
1359,0.09547449
1360,0.006815712
1361,0.121962834
1362,0.006514363
1363,0.034012785
1364,0.019979746
1365,0.014005347
1366,0.000779949
1367,0.00272109
1368,0.007123494
1369,0.001476167
1370,0.005358611
1371,0.009182533
1372,0.003903847
1373,0.182441577
1374,0.026570183
1375,0.16708114
1376,0.001366902
1377,0.011718097
1378,0.035576911
1379,0.004915255
1380,0.063418533
1381,0.004961174
1382,0.084425604
1383,0.063976011
1384,0.036175577
1385,0.290650881
1386,0.027871568
1387,0.481289748
1388,0.020381042
1389,0.037043851
1390,0.026778528
1391,0.008003968
1392,0.006702003
1393,0.023792252
1394,0.003452068
1395,0.006241216
1396,0.001470335
1397,0.007586536
1398,0.019056536
1399,0.000761488
1400,0.00665869
1401,0.078489484
1402,0.027008121
1403,0.045581199
1404,0.058437091
1405,0.008541748
1406,0.007693705
1407,0.037174896
1408,0.067603456
1409,0.045154696
1410,0.00460121
1411,0.023006614
1412,0.107758979
1413,0.050061986
1414,0.009699044
1415,0.120295589
1416,0.004797138
1417,0.039504297
1418,0.026717543
1419,0.0144855
1420,0.002337145
1421,0.047317971
1422,0.024543401
1423,0.065000154
1424,0.004838809
1425,0.034806109
1426,0.002188511
1427,0.005273287
1428,0.012416721
1429,0.002921004
1430,0.020858032
1431,0.307136027
1432,0.003653395
1433,0.00273353
1434,0.09884438
1435,0.002791702
1436,0.053133308
1437,0.022663117
1438,0.026470013
1439,0.009099625
1440,0.027604229
1441,0.014604574
1442,0.034341788
1443,0.00507055
1444,0.016997087
1445,0.02415189
1446,0.006263317
1447,0.003056376
1448,0.002362482
1449,0.12570329
1450,0.011182305
1451,0.018364105
1452,0.02157149
1453,0.239291231
1454,0.06562271
1455,0.01783837
1456,0.054742249
1457,0.012592023
1458,0.020682731
1459,0.00440067
1460,0.009502059
1461,0.003961796
1462,0.014769824
1463,0.019885359
1464,0.085971578
1465,0.011879446
1466,0.108536643
1467,0.011938371
1468,0.001323443
1469,0.008725212
1470,0.015926268
1471,0.164979326
1472,0.012326131
1473,0.001008152
1474,0.002499077
1475,0.003732223
1476,0.004498761
1477,0.003040871
1478,0.027768875
1479,0.000733493
1480,0.006302513
1481,0.011609281
1482,0.034574243
1483,0.005537967
1484,0.011197821
1485,0.004119802
1486,0.00231786
1487,0.016095082
1488,0.004309855
1489,0.00820491
1490,0.005433004
1491,0.005339804
1492,0.003963473
1493,0.025225401
1494,0.022088191
1495,0.038062543
1496,0.002927074
1497,0.007016985
1498,0.001849321
1499,0.085013347
1500,0.076422858
1501,0.003095179
1502,0.011623343
1503,0.008972211
1504,0.022498413
1505,0.061446538
1506,0.014143669
1507,0.008975828
1508,0.015234311
1509,0.025840144
1510,0.008590573
1511,0.018803811
1512,0.0289337
1513,0.003585729
1514,0.003616064
1515,0.036550843
1516,0.028691761
1517,0.014882025
1518,0.082672825
1519,0.009384281
1520,0.003347976
1521,0.006691299
1522,0.021148877
1523,0.006146448
1524,0.00348608
1525,0.0399939
1526,0.048267184
1527,0.089459263
1528,0.023295451
1529,0.022936757
1530,0.002336445
1531,0.036702367
1532,0.023102685
1533,0.030684377
1534,0.01799915
1535,0.006468766
1536,0.004821539
1537,0.002281378
1538,0.002963165
1539,0.05310579
1540,0.001152438
1541,0.019373574
1542,0.012180365
1543,0.010776807
1544,0.027252842
1545,0.004288066
1546,0.046111874
1547,0.071458764
1548,0.034940665
1549,0.011871789
1550,0.008085683
1551,0.091798989
1552,0.00724292
1553,0.097519723
1554,0.004210624
1555,0.13624985
1556,0.02993828
1557,0.019436841
1558,0.011516687
1559,0.029607835
1560,0.12426176
1561,0.020337495
1562,0.0156213
1563,0.049204796
1564,0.010493869
1565,0.040120874
1566,0.111879493
1567,0.29337565
1568,0.05574318
1569,0.000858486
1570,0.027437455
1571,0.091289338
1572,0.001173794
1573,0.002089917
1574,0.07853476
1575,0.044245079
1576,0.078911676
1577,0.008538247
1578,0.046651992
1579,0.038992431
1580,0.005184296
1581,0.013506438
1582,0.165573471
1583,0.064230436
1584,0.326957202
1585,0.009947926
1586,0.059926192
1587,0.025679345
1588,0.067792256
1589,0.03308617
1590,0.009328993
1591,0.006079436
1592,0.062946925
1593,0.053089261
1594,0.15951052
1595,0.0193989
1596,0.025884427
1597,0.028627666
1598,0.001133386
1599,0.005569366
1600,0.003010094
1601,0.002734723
1602,0.043937306
1603,0.005458064
1604,0.001365059
1605,0.063899663
1606,0.037619364
1607,0.005395153
1608,0.077558933
1609,0.070874001
1610,0.00095186
1611,0.01474051
1612,0.092194381
1613,0.02264361
1614,0.034613294
1615,0.036565864
1616,0.183269811
1617,0.002031052
1618,0.003536376
1619,0.029550425
1620,0.003241846
1621,0.004658794
1622,0.003590214
1623,0.092007479
1624,0.001233638
1625,0.012401754
1626,0.034256243
1627,0.019139888
1628,0.042036131
1629,0.003298234
1630,0.013071144
1631,0.00487509
1632,0.015257741
1633,0.010025384
1634,0.136367538
1635,0.018790969
1636,0.000862364
1637,0.045493019
1638,0.002845671
1639,0.01646506
1640,0.01036168
1641,0.004573079
1642,0.011769266
1643,0.004011412
1644,0.031855587
1645,0.17076792
1646,0.211821791
1647,0.00578223
1648,0.001903398
1649,0.291760244
1650,0.003264549
1651,0.019794889
1652,0.003534562
1653,0.026563793
1654,0.036180796
1655,0.048155637
1656,0.004503057
1657,0.005654656
1658,0.011593675
1659,0.001460662
1660,0.012021869
1661,0.015433824
1662,0.009407254
1663,0.00529325
1664,0.043412144
