,prob
4560,0.034194158
4561,0.002847127
4562,0.106205131
4563,0.015954204
4564,0.180118233
4565,0.025349384
4566,0.105183923
4567,0.061196252
4568,0.084354131
4569,0.002308466
4570,0.035574916
4571,0.235960907
4572,0.209202017
4573,0.048628748
4574,0.051563052
4575,0.011450062
4576,0.017246548
4577,0.021210746
4578,0.177092976
4579,0.01707047
4580,0.002970983
4581,0.038474063
4582,0.16822681
4583,0.006388308
4584,0.124524608
4585,0.00339002
4586,0.015495705
4587,0.053788584
4588,0.003029069
4589,0.01839047
4590,0.048334347
4591,0.180903178
4592,0.001748063
4593,0.006330323
4594,0.195935245
4595,0.197333771
4596,0.024514718
4597,0.006360692
4598,0.113427517
4599,0.105740266
4600,0.083598173
4601,0.00801347
4602,0.005230417
4603,0.011239046
4604,0.002858789
4605,0.005512818
4606,0.008535171
4607,0.00970346
4608,0.007637631
4609,0.029701575
4610,0.008162028
4611,0.10011286
4612,0.10921169
4613,0.170720658
4614,0.079431857
4615,0.149066405
4616,0.082166744
4617,0.046086581
4618,0.051488719
4619,0.053442623
4620,0.085334336
4621,0.002056664
4622,0.025356185
4623,0.003173127
4624,0.021757317
4625,0.131490146
4626,0.003510398
4627,0.029848017
4628,0.055103928
4629,0.16180371
4630,0.018930881
4631,0.053986911
4632,0.246730431
4633,0.009862123
4634,0.024261032
4635,0.010014473
4636,0.007903571
4637,0.003151615
4638,0.117735919
4639,0.443064254
4640,0.005612536
4641,0.015987653
4642,0.005820819
4643,0.034346966
4644,0.033716516
4645,0.019469783
4646,0.006144314
4647,0.111033963
4648,0.258709118
4649,0.297836566
4650,0.022595736
4651,0.020025173
4652,0.012981987
4653,0.039286496
4654,0.173113161
4655,0.005130627
4656,0.042757024
4657,0.00204455
4658,0.134858675
4659,0.25539159
4660,0.011912827
4661,0.083242678
4662,0.166224139
4663,0.024926969
4664,0.118115236
4665,0.038628147
4666,0.095584612
4667,0.094870314
4668,0.00379132
4669,0.158074124
4670,0.016337549
4671,0.310683461
4672,0.032474702
4673,0.001881555
4674,0.009894616
4675,0.004040635
4676,0.103971198
4677,0.229531553
4678,0.08555129
4679,0.117693865
4680,0.030434923
4681,0.024343585
4682,0.190788931
4683,0.024261511
4684,0.030001943
4685,0.04532404
4686,0.00827132
4687,0.200664588
4688,0.176035379
4689,0.001562428
4690,0.274081286
4691,0.008199084
4692,0.592073996
4693,0.054444889
4694,0.038253591
4695,0.002260662
4696,0.11359645
4697,0.012444706
4698,0.02840062
4699,0.030655853
4700,0.183968304
4701,0.019785542
4702,0.013065337
4703,0.026232087
4704,0.025556004
4705,0.136699764
4706,0.03250763
4707,0.035013881
4708,0.002758596
4709,0.031698068
4710,0.055006983
4711,0.01922796
4712,0.142549776
4713,0.15457919
4714,0.094116573
4715,0.012656502
4716,0.049550446
4717,0.029746956
4718,0.084427868
4719,0.04301517
4720,0.033817329
4721,0.004404594
4722,0.316713485
4723,0.020702516
4724,0.071256796
4725,0.024993283
4726,0.028388057
4727,0.003936667
4728,0.016542132
4729,0.046293947
4730,0.018245356
4731,0.043142743
4732,0.102639604
4733,0.073189417
4734,0.02283936
4735,0.053956637
4736,0.039690263
4737,0.035027648
4738,0.046934004
4739,0.008638899
4740,0.047289878
4741,0.076998388
4742,0.075307596
4743,0.024083677
4744,0.025791409
4745,0.003630712
4746,0.156515361
4747,0.004798735
4748,0.082757619
4749,0.128803032
4750,0.010744657
4751,0.081081971
4752,0.027554861
4753,0.073384054
4754,0.074619612
4755,0.013230229
4756,0.026851107
4757,0.052446841
4758,0.028978239
4759,0.099985064
4760,0.002791098
4761,0.290460724
4762,0.024557899
4763,0.00720967
4764,0.113007027
4765,0.188909119
4766,0.063141384
4767,0.005101887
4768,0.013973556
4769,0.170749538
4770,0.00227353
4771,0.089981743
4772,0.059473764
4773,0.006664318
4774,0.017874855
4775,0.054989928
4776,0.026048189
4777,0.144544047
4778,0.053647498
4779,0.189980792
4780,0.069055095
4781,0.065913009
4782,0.024659741
4783,0.137605077
4784,0.012239452
4785,0.003603494
4786,0.020941259
4787,0.017357407
4788,0.006500504
4789,0.026930635
4790,0.128269891
4791,0.040599819
4792,0.014235762
4793,0.056923999
4794,0.040292348
4795,0.005211548
4796,0.182199336
4797,0.01871459
4798,0.282927027
4799,0.038625106
4800,0.0442667
4801,0.073174602
4802,0.112020004
4803,0.067108892
4804,0.004108367
4805,0.092543326
4806,0.215975492
4807,0.017029382
4808,0.128404299
4809,0.008991922
4810,0.014239928
4811,0.011084466
4812,0.197357163
4813,0.027838736
4814,0.024169141
4815,0.024743949
4816,0.062300703
4817,0.001507789
4818,0.0541741
4819,0.09797133
4820,0.021451361
4821,0.011898971
4822,0.008286675
4823,0.017513883
4824,0.050399672
4825,0.030926174
4826,0.013897603
4827,0.033204701
4828,0.003144711
4829,0.023744645
4830,0.059274311
4831,0.099487923
4832,0.026065246
4833,0.009290037
4834,0.041654362
4835,0.028649327
4836,0.580170391
4837,0.053495547
4838,0.358803657
4839,0.02060079
4840,0.013261131
4841,0.042145829
4842,0.020153932
4843,0.069454498
4844,0.018344671
4845,0.045875326
4846,0.037929652
4847,0.00517115
4848,0.092388273
4849,0.119812743
4850,0.019547769
4851,0.09785202
4852,0.06526294
4853,0.007197965
4854,0.009899167
4855,0.077687171
4856,0.009810025
4857,0.003989615
4858,0.19917197
4859,0.13082836
4860,0.219951831
4861,0.012078743
4862,0.027275358
4863,0.037933452
4864,0.193210192
4865,0.028193189
4866,0.111839657
4867,0.020410197
4868,0.068529632
4869,0.008407287
4870,0.001405592
4871,0.148833887
4872,0.046510454
4873,0.024831172
4874,0.004179223
4875,0.101449202
4876,0.007725113
4877,0.035616433
4878,0.003396063
4879,0.008777034
4880,0.008773425
4881,0.038072876
4882,0.235163041
4883,0.011514638
4884,0.008304879
4885,0.190436629
4886,0.174717611
4887,0.00530795
4888,0.016588924
4889,0.064635828
4890,0.032282544
4891,0.007473435
4892,0.0397967
4893,0.002833695
4894,0.129339935
4895,0.041745882
4896,0.032003657
4897,0.008372003
4898,0.021862075
4899,0.011086643
4900,0.03636602
4901,0.005554725
4902,0.017841714
4903,0.150847307
4904,0.126698841
4905,0.022599045
4906,0.130252767
4907,0.015148646
4908,0.250356581
4909,0.059287097
4910,0.025939711
4911,0.067685375
4912,0.011892078
4913,0.074841534
4914,0.005734345
4915,0.024188382
4916,0.044415463
4917,0.067295334
4918,0.013354458
4919,0.216689399
4920,0.105528548
4921,0.173808354
4922,0.038210844
4923,0.016858165
4924,0.033862848
4925,0.018422822
4926,0.011035618
4927,0.117461181
4928,0.084103614
4929,0.077737016
4930,0.005352868
4931,0.018680166
4932,0.519261598
4933,0.002954248
4934,0.036577955
4935,0.04543498
4936,0.011395827
4937,0.001122893
4938,0.097115599
4939,0.007739685
4940,0.026123772
4941,0.001589692
4942,0.008917177
4943,0.009792005
4944,0.008317319
4945,0.015215959
4946,0.024386376
4947,0.030758002
4948,0.543140548
4949,0.005597277
4950,0.220321627
4951,0.005041133
4952,0.002597346
4953,0.008783627
4954,0.234575525
4955,0.005526609
4956,0.003273286
4957,0.101281884
4958,0.007752126
4959,0.050740471
4960,0.003849785
4961,0.021426442
4962,0.041325154
4963,0.036291176
4964,0.057006594
4965,0.008622961
4966,0.071901581
4967,0.036858078
4968,0.042223282
4969,0.059881601
4970,0.0215717
4971,0.010469429
4972,0.175855776
4973,0.011388715
4974,0.207899383
4975,0.003967264
4976,0.009241798
4977,0.010860484
4978,0.135357518
4979,0.011013974
4980,0.09172684
4981,0.024220011
4982,0.034966981
4983,0.008869169
4984,0.031238999
4985,0.03108382
4986,0.007137909
4987,0.006562072
4988,0.022037472
4989,0.031897445
4990,0.126334519
4991,0.104814016
4992,0.150370341
4993,0.00378945
4994,0.029996163
4995,0.065239457
4996,0.047845919
4997,0.013231054
4998,0.010467544
4999,0.021996215
5000,0.110911883
5001,0.069989477
5002,0.013180894
5003,0.083032133
5004,0.037124653
5005,0.063170386
5006,0.060269348
5007,0.059087304
5008,0.011875416
5009,0.008757811
5010,0.007965289
5011,0.037561542
5012,0.017164635
5013,0.062685565
5014,0.023137282
5015,0.018925936
5016,0.199771909
5017,0.040073793
5018,0.013761076
5019,0.002948553
5020,0.019684835
5021,0.0104569
5022,0.008516134
5023,0.026783706
5024,0.059156087
5025,0.046352601
5026,0.008374409
5027,0.004846025
5028,0.009699747
5029,0.005053593
5030,0.010734033
5031,0.034253212
5032,0.005215685
5033,0.021107456
5034,0.032925834
5035,0.079718868
5036,0.003697178
5037,0.140772363
5038,0.257275285
5039,0.16253485
5040,0.02943596
5041,0.029263483
5042,0.065458997
5043,0.040773
5044,0.041560218
5045,0.182237166
5046,0.117064101
5047,0.10302784
5048,0.04076473
5049,0.179564951
5050,0.060493962
5051,0.007364818
5052,0.004997292
5053,0.308445022
5054,0.27784837
5055,0.011469264
5056,0.018285122
5057,0.026748913
5058,0.02892788
5059,0.018489808
5060,0.219677769
5061,0.02116297
5062,0.007569674
5063,0.01615355
5064,0.198848552
5065,0.332469745
5066,0.035385883
5067,0.222802518
5068,0.006867393
5069,0.062691946
5070,0.08870998
5071,0.118150004
5072,0.039869524
5073,0.384491595
5074,0.007968269
5075,0.009977345
5076,0.044376535
5077,0.127182839
5078,0.002290145
5079,0.041571165
5080,0.008741922
5081,0.032071574
5082,0.247009569
5083,0.025528879
5084,0.020568297
5085,0.303505914
5086,0.022627537
5087,0.030183997
5088,0.107599722
5089,0.028215251
5090,0.038385059
5091,0.052440825
5092,0.008543615
5093,0.093852853
5094,0.077061826
5095,0.022485931
5096,0.005841335
5097,0.049653965
5098,0.042965138
5099,0.008161581
5100,0.033922186
5101,0.046243735
5102,0.088863617
5103,0.022681721
5104,0.002356366
5105,0.042751256
5106,0.103337465
5107,0.019221047
5108,0.007071834
5109,0.037876752
5110,0.04401876
5111,0.038481955
5112,0.092937449
5113,0.036214499
5114,0.005341297
5115,0.008778056
5116,0.099403763
5117,0.002265375
5118,0.006528617
5119,0.010935677
5120,0.203148203
5121,0.049845901
5122,0.007554849
5123,0.054208424
5124,0.006071355
5125,0.220268946
5126,0.195833167
5127,0.028839281
5128,0.205285074
5129,0.164757424
5130,0.018390346
5131,0.132567123
5132,0.008770172
5133,0.019498806
5134,0.072834004
5135,0.002506945
5136,0.029804603
5137,0.029457978
5138,0.006669709
5139,0.010293268
5140,0.030186874
5141,0.090920663
5142,0.169857505
5143,0.056278378
5144,0.069024805
5145,0.061498263
5146,0.018854789
5147,0.218933082
5148,0.009638644
5149,0.006846457
5150,0.258105017
5151,0.010629065
5152,0.009190598
5153,0.05506263
5154,0.023420941
5155,0.057164472
5156,0.001052858
5157,0.0030329
5158,0.224979498
5159,0.010988319
5160,0.208449331
5161,0.003671068
5162,0.089109917
5163,0.005750065
5164,0.022016187
5165,0.044909581
5166,0.037591733
5167,0.088451796
5168,0.014193237
5169,0.12234092
5170,0.011003212
5171,0.003735185
5172,0.08514067
5173,0.034169848
5174,0.043247978
5175,0.107568252
5176,0.035374125
5177,0.010821115
5178,0.006735929
5179,0.159580398
5180,0.039867409
5181,0.047477949
5182,0.087840876
5183,0.013508525
5184,0.049402461
5185,0.159843437
5186,0.027463957
5187,0.066837559
5188,0.070455086
5189,0.026672118
5190,0.0464787
5191,0.101336631
5192,0.124887646
5193,0.014258332
5194,0.005079958
5195,0.03990033
5196,0.004334334
5197,0.009889113
5198,0.016248339
5199,0.118990782
5200,0.155392488
5201,0.039917874
5202,0.104465346
5203,0.26213967
5204,0.014086463
5205,0.006200145
5206,0.073501699
5207,0.236211236
5208,0.121885443
5209,0.482388015
5210,0.171987787
5211,0.008216184
5212,0.03437076
5213,0.007801087
5214,0.005487127
5215,0.069054468
5216,0.061126968
5217,0.003353636
5218,0.042282114
5219,0.020479956
5220,0.065496281
5221,0.002854812
5222,0.018679357
5223,0.002811961
5224,0.027849833
5225,0.093928946
5226,0.01457993
5227,0.143605196
5228,0.002509141
5229,0.034949818
5230,0.180585408
5231,0.016443723
5232,0.131984093
5233,0.01587956
5234,0.038242495
5235,0.002872436
5236,0.030035965
5237,0.016370159
5238,0.056811562
5239,0.005188337
5240,0.106912853
5241,0.125402538
5242,0.145924021
5243,0.009420574
5244,0.05692204
5245,0.007939513
5246,0.018318178
5247,0.129127028
5248,0.066285782
5249,0.052027384
5250,0.020451288
5251,0.100989722
5252,0.131031612
5253,0.157305117
5254,0.028573181
5255,0.006997965
5256,0.217057481
5257,0.007387137
5258,0.430335219
5259,0.044397723
5260,0.001538737
5261,0.013382575
5262,0.006372114
5263,0.016745316
5264,0.304005322
5265,0.09143319
5266,0.042170052
5267,0.004738848
5268,0.014922344
5269,0.012461256
5270,0.054776524
5271,0.03758615
5272,0.024718461
5273,0.013400864
5274,0.049758821
5275,0.038290647
5276,0.016696214
5277,0.002273194
5278,0.042428495
5279,0.024271483
5280,0.014388493
5281,0.004555046
5282,0.055623478
5283,0.012480402
5284,0.155520953
5285,0.009410988
5286,0.00480881
5287,0.034041303
5288,0.004418891
5289,0.133412124
5290,0.039118233
5291,0.046857997
5292,0.03051286
5293,0.018502846
5294,0.115481128
5295,0.004639209
5296,0.149973265
5297,0.001361632
5298,0.008269661
5299,0.00870192
5300,0.030447686
5301,0.202892947
5302,0.056092672
5303,0.001668048
5304,0.034715151
5305,0.006438218
5306,0.028697397
5307,0.039303692
5308,0.020179988
5309,0.116634531
5310,0.169958547
5311,0.031878172
5312,0.023232792
5313,0.001781817
5314,0.005731783
5315,0.117770474
5316,0.034490186
5317,0.000866473
5318,0.31068393
5319,0.086487649
5320,0.004925593
5321,0.012684704
5322,0.004008288
5323,0.078025189
5324,0.092136707
5325,0.00690979
5326,0.111225276
5327,0.361449231
5328,0.06162266
5329,0.028308708
5330,0.021245657
5331,0.055265507
5332,0.006744106
5333,0.149187782
5334,0.011886458
5335,0.01042797
5336,0.0838291
5337,0.14092168
5338,0.051802007
5339,0.151591769
5340,0.226914237
5341,0.004046105
5342,0.023813038
5343,0.026985
5344,0.00801286
5345,0.267477494
5346,0.004998345
5347,0.005819655
5348,0.035238507
5349,0.026999233
5350,0.002402818
5351,0.007668041
5352,0.0253729
5353,0.001810992
5354,0.007511687
5355,0.002912336
5356,0.030112713
5357,0.044403767
5358,0.035490827
5359,0.043878045
5360,0.019036566
5361,0.042229199
5362,0.00120901
5363,0.238653749
5364,0.049581642
5365,0.133477057
5366,0.032633937
5367,0.017161691
5368,0.044001869
5369,0.036386036
5370,0.023053852
5371,0.014957888
5372,0.012353159
5373,0.109449239
5374,0.078066158
5375,0.013480063
5376,0.019011578
5377,0.014859401
5378,0.023696527
5379,0.067299936
5380,0.079859363
5381,0.089901482
5382,0.014892423
5383,0.045201108
5384,0.062703239
5385,0.246265404
5386,0.021478618
5387,0.009338445
5388,0.206420697
5389,0.07402637
5390,0.005154982
5391,0.006745724
5392,0.004903303
5393,0.01542603
5394,0.003796903
5395,0.033425625
5396,0.247628465
5397,0.023923031
5398,0.008874966
5399,0.104724018
5400,0.003754283
5401,0.009135099
5402,0.11131464
5403,0.003635013
5404,0.010254776
5405,0.010083044
5406,0.030683454
5407,0.318355369
5408,0.318176164
5409,0.013468961
5410,0.52077357
5411,0.002654479
5412,0.064421116
5413,0.070019941
5414,0.001003745
5415,0.037569836
5416,0.249836683
5417,0.006335148
5418,0.021748239
5419,0.007732913
5420,0.306889567
5421,0.030120064
5422,0.010159774
5423,0.17456759
5424,0.008049483
5425,0.171193011
5426,0.03405045
5427,0.096816671
5428,0.011320156
5429,0.020738898
5430,0.04588731
5431,0.308087939
5432,0.366505571
5433,0.119849579
5434,0.003475464
5435,0.001420583
5436,0.002291465
5437,0.016812736
5438,0.028182321
5439,0.00173782
5440,0.058103556
5441,0.114525078
5442,0.014928413
5443,0.195987026
5444,0.229268159
5445,0.004611641
5446,0.019874077
5447,0.022552615
5448,0.009811854
5449,0.036424929
5450,0.007349486
5451,0.071341195
5452,0.032832133
5453,0.020832667
5454,0.019270085
5455,0.091739128
5456,0.100544306
5457,0.021799189
5458,0.196881847
5459,0.039204769
5460,0.014411966
5461,0.025809781
5462,0.002949027
5463,0.03088544
5464,0.026234564
5465,0.004685137
5466,0.047002415
5467,0.029957648
5468,0.009443489
5469,0.023830965
5470,0.010755068
5471,0.000972375
5472,0.008557758
5473,0.024662058
5474,0.123810653
5475,0.045740696
5476,0.015614858
5477,0.029508175
5478,0.0095239
5479,0.22039386
5480,0.069873389
5481,0.010065292
5482,0.027976493
5483,0.130151681
5484,0.042775945
5485,0.038945523
5486,0.004318157
5487,0.164245341
5488,0.012012973
5489,0.013935132
5490,0.030239977
5491,0.02998417
5492,0.003384088
5493,0.016245748
5494,0.123584746
5495,0.311890466
5496,0.0674708
5497,0.055300923
5498,0.01611905
5499,0.007293656
5500,0.08582003
5501,0.31281742
5502,0.049503433
5503,0.01795972
5504,0.039360572
5505,0.047389585
5506,0.022736142
5507,0.054099656
5508,0.042091704
5509,0.135222661
5510,0.103897562
5511,0.105554302
5512,0.051994324
5513,0.003536039
5514,0.002866472
5515,0.043493475
5516,0.076024306
5517,0.002415918
5518,0.002288451
5519,0.027290417
5520,0.134862584
5521,0.008048069
5522,0.013215753
5523,0.00658158
5524,0.031504859
5525,0.005253485
5526,0.017495124
5527,0.029509646
5528,0.035323912
5529,0.004790574
5530,0.026125924
5531,0.032796729
5532,0.090613105
5533,0.115982872
5534,0.007437242
5535,0.042410253
5536,0.004354278
5537,0.008441963
5538,0.083454128
5539,0.041029028
5540,0.079298713
5541,0.080597601
5542,0.070218087
5543,0.09955264
5544,0.047903449
5545,0.008496309
5546,0.003177723
5547,0.055894542
5548,0.561617294
5549,0.038873559
5550,0.071155143
5551,0.655290923
5552,0.066063627
5553,0.00337006
5554,0.025120827
5555,0.0113666
5556,0.041616445
5557,0.351683782
5558,0.049689201
5559,0.087557902
5560,0.007927689
5561,0.129395658
5562,0.007613645
5563,0.166137789
5564,0.06048462
5565,0.009876212
5566,0.031084367
5567,0.045062514
5568,0.006814816
5569,0.268437646
5570,0.012474893
5571,0.112338796
5572,0.0838204
5573,0.003000815
5574,0.012904348
5575,0.012515687
5576,0.012501283
5577,0.133025196
5578,0.006679525
5579,0.010501066
5580,0.049673779
5581,0.02264532
5582,0.201000701
5583,0.166571705
5584,0.029355927
5585,0.213883718
5586,0.060227268
5587,0.013862493
5588,0.007541709
5589,0.005523471
5590,0.003171561
5591,0.137061959
5592,0.000877252
5593,0.023734624
5594,0.073974769
5595,0.007543176
5596,0.031421672
5597,0.012738701
5598,0.001934072
5599,0.020131681
5600,0.050370909
5601,0.02102101
5602,0.001193031
5603,0.015962264
5604,0.03251982
5605,0.354462542
5606,0.002665517
5607,0.135403303
5608,0.074264433
5609,0.043716907
5610,0.002881234
5611,0.0291264
5612,0.020811523
5613,0.043339802
5614,0.043725422
5615,0.085018183
5616,0.000840477
5617,0.049480318
5618,0.030513623
5619,0.080697708
5620,0.058924795
5621,0.032084206
5622,0.233305999
5623,0.153853154
5624,0.021719737
5625,0.005948695
5626,0.020556394
5627,0.128590987
5628,0.009729589
5629,0.03936042
5630,0.008835521
5631,0.113867882
5632,0.021420043
5633,0.026427505
5634,0.080269798
5635,0.00175613
5636,0.013073982
5637,0.037145567
5638,0.251486512
5639,0.084388269
5640,0.111661939
5641,0.113596654
5642,0.089991324
5643,0.021813392
5644,0.048106709
5645,0.000686826
5646,0.062281053
5647,0.002249583
5648,0.087605989
5649,0.020240208
5650,0.116601033
5651,0.093922078
5652,0.003030327
5653,0.162906834
5654,0.019763062
5655,0.179140651
5656,0.038025078
5657,0.083317542
5658,0.061579394
5659,0.044167953
5660,0.026171421
5661,0.002393632
5662,0.365932233
5663,0.031060519
5664,0.034052995
5665,0.140956693
5666,0.003494648
5667,0.00865535
5668,0.049128176
5669,0.007249948
5670,0.12709107
5671,0.090847847
5672,0.009488002
5673,0.003621188
5674,0.015244208
5675,0.005396959
5676,0.012557561
5677,0.00443996
5678,0.015466093
5679,0.022349078
5680,0.005157358
5681,0.133878661
5682,0.019425003
5683,0.007150562
5684,0.052549736
5685,0.003912403
5686,0.012387177
5687,0.196964467
5688,0.009328967
5689,0.03346028
5690,0.014791193
5691,0.044172905
5692,0.005147142
5693,0.004293332
5694,0.072171839
5695,0.029339277
5696,0.027247402
5697,0.026894152
5698,0.011243986
5699,0.099287173
5700,0.082869324
5701,0.021845209
5702,0.078091472
5703,0.078061482
5704,0.002297354
5705,0.036731385
5706,0.016190989
5707,0.015910766
5708,0.034804152
5709,0.019596561
5710,0.038455759
5711,0.012324626
5712,0.103513124
5713,0.008291412
5714,0.011890628
5715,0.010875741
5716,0.261154572
5717,0.043740813
5718,0.069664198
5719,0.065131336
5720,0.002805429
5721,0.058754642
5722,0.159802739
5723,0.031658392
5724,0.076175863
5725,0.136657513
5726,0.006182191
5727,0.049129967
5728,0.06435515
5729,0.278060957
5730,0.033706314
5731,0.310975544
5732,0.087325934
5733,0.043943478
5734,0.078521261
5735,0.017033175
5736,0.003314661
5737,0.170039376
5738,0.030411102
5739,0.010323149
5740,0.001146333
5741,0.085855138
5742,0.03193707
5743,0.007559449
5744,0.019872942
5745,0.009547918
5746,0.019604299
5747,0.017879305
5748,0.009248607
5749,0.08638061
5750,0.003246656
5751,0.033407387
5752,0.010853468
5753,0.026040854
5754,0.008735642
5755,0.04647993
5756,0.17583286
5757,0.035440033
5758,0.056365977
5759,0.008045599
5760,0.010804104
5761,0.036333322
5762,0.007316873
5763,0.104520462
5764,0.394005193
5765,0.05761033
5766,0.004245731
5767,0.002218441
5768,0.002472645
5769,0.13851692
5770,0.141851004
5771,0.095538501
5772,0.004337427
5773,0.278690089
5774,0.008175633
5775,0.254660769
5776,0.039808205
5777,0.0700355
5778,0.002379915
5779,0.13736123
5780,0.151281571
5781,0.181836794
5782,0.01134712
5783,0.213707454
5784,0.093533964
5785,0.022858633
5786,0.049990415
5787,0.009329151
5788,0.16270758
5789,0.016727578
5790,0.006463262
5791,0.051614473
5792,0.012474777
5793,0.017001343
5794,0.054497018
5795,0.057134005
5796,0.125084332
5797,0.004283903
5798,0.149767375
5799,0.540324411
5800,0.005052633
5801,0.010593074
5802,0.099247272
5803,0.038727107
5804,0.070654678
5805,0.222731441
5806,0.220029774
5807,0.123185977
5808,0.492025229
5809,0.408229328
5810,0.015281079
5811,0.079143295
5812,0.065719981
5813,0.072301319
5814,0.009620138
5815,0.036214817
5816,0.019481313
5817,0.012446145
5818,0.026627342
5819,0.092242744
5820,0.010444799
5821,0.037190274
5822,0.05068666
5823,0.059258097
5824,0.034865539
5825,0.006399713
5826,0.006757468
5827,0.01479901
5828,0.13782251
5829,0.033323667
5830,0.084095298
5831,0.047202691
5832,0.223646971
5833,0.00258386
5834,0.023619409
5835,0.044635716
5836,0.007410906
5837,0.030256918
5838,0.003432135
5839,0.015984681
5840,0.031599965
5841,0.083961412
5842,0.011026539
5843,0.079567785
5844,0.033295318
5845,0.440179467
5846,0.05607264
5847,0.017032406
5848,0.032049787
5849,0.001440117
5850,0.068874277
5851,0.072078493
5852,0.002882761
5853,0.542600325
5854,0.063946289
5855,0.468188844
5856,0.024241991
5857,0.005509943
5858,0.077058447
5859,0.023693637
5860,0.135187236
5861,0.022360508
5862,0.028076085
5863,0.048533077
5864,0.113236464
5865,0.052325259
5866,0.017603179
5867,0.051027757
5868,0.057831307
5869,0.074236859
5870,0.032900529
5871,0.016312182
5872,0.02169704
5873,0.032656678
5874,0.027850627
5875,0.104922671
5876,0.186760844
5877,0.003464874
5878,0.097179474
5879,0.055256005
5880,0.085497089
5881,0.020804413
5882,0.015774605
5883,0.007350552
5884,0.004029047
5885,0.115540472
5886,0.25439547
5887,0.023284538
5888,0.034319772
5889,0.022761009
5890,0.003596661
5891,0.352381182
5892,0.002482563
5893,0.013178143
5894,0.160260837
5895,0.275305111
5896,0.033456731
5897,0.133894795
5898,0.120764293
5899,0.012061759
5900,0.01002283
5901,0.038007241
5902,0.020595769
5903,0.016090428
5904,0.00548461
5905,0.192694051
5906,0.117801794
5907,0.030184208
5908,0.011904238
5909,0.056081932
5910,0.454167668
5911,0.12489271
5912,0.044734574
5913,0.075539366
5914,0.00761558
5915,0.155123722
5916,0.005877252
5917,0.178381282
5918,0.004688224
5919,0.002575178
5920,0.101150751
5921,0.036615756
5922,0.093436075
5923,0.038808051
5924,0.187842987
5925,0.188632983
5926,0.006584693
5927,0.030938007
5928,0.116520575
5929,0.003021404
5930,0.037845539
5931,0.027340864
5932,0.146165053
5933,0.056157901
5934,0.047349149
5935,0.006855486
5936,0.044318049
5937,0.023217073
5938,0.018899334
5939,0.005492811
5940,0.057495716
5941,0.023130778
5942,0.017577761
5943,0.100823433
5944,0.001969266
5945,0.094958133
5946,0.127826105
5947,0.007377525
5948,0.003146765
5949,0.01899813
5950,0.08105926
5951,0.020521808
5952,0.322433146
5953,0.002948167
5954,0.020831862
5955,0.329404246
5956,0.056040145
5957,0.015067859
5958,0.011238461
5959,0.0265364
5960,0.002656943
5961,0.131596418
5962,0.010994957
5963,0.007034755
5964,0.079484721
5965,0.001833639
5966,0.015142585
5967,0.006480708
5968,0.065383504
5969,0.010771243
5970,0.01434987
5971,0.152126435
5972,0.04048621
5973,0.059489821
5974,0.017428102
5975,0.042013257
5976,0.021733876
5977,0.059636739
5978,0.007516879
5979,0.049875059
5980,0.0071155
5981,0.044946411
5982,0.018476039
5983,0.052066649
5984,0.015813977
5985,0.01848083
5986,0.033726277
5987,0.053960097
5988,0.004084384
5989,0.015519335
5990,0.175507258
5991,0.230534738
5992,0.007660718
5993,0.004156134
5994,0.019208325
5995,0.023929861
5996,0.079729852
5997,0.009184935
5998,0.025046297
5999,0.030256083
6000,0.001538096
6001,0.049998603
6002,0.001730008
6003,0.038093543
6004,0.035634938
6005,0.038144477
6006,0.007118067
6007,0.015727548
6008,0.066719291
6009,0.051929645
6010,0.009003347
6011,0.023289505
6012,0.059241505
6013,0.014794111
6014,0.018703959
6015,0.077405962
6016,0.084648659
6017,0.02259108
6018,0.076330238
6019,0.025430072
6020,0.091485742
6021,0.007125921
6022,0.10782638
6023,0.015106618
6024,0.207293105
6025,0.029291123
6026,0.001131782
6027,0.006736562
6028,0.162389395
6029,0.060389159
6030,0.032450463
6031,0.007059891
6032,0.118259265
6033,0.139522323
6034,0.02311808
6035,0.012915941
6036,0.074494937
6037,0.040582112
6038,0.12165464
6039,0.067588086
6040,0.00782009
6041,0.024709733
6042,0.003600804
6043,0.004003014
6044,0.02984507
6045,0.256040254
6046,0.014983734
6047,0.046186623
6048,0.042905002
6049,0.105988994
6050,0.003182762
6051,0.001241165
6052,0.003120513
6053,0.034256837
6054,0.01149585
6055,0.024604827
6056,0.15640795
6057,0.035484588
6058,0.051383407
6059,0.007286373
6060,0.054754469
6061,0.002281449
6062,0.084073052
6063,0.009326078
6064,0.120603772
6065,0.083139119
6066,0.020767824
6067,0.013920496
6068,0.009764714
6069,0.012647705
6070,0.144512147
6071,0.033265909
6072,0.001916877
6073,0.027954213
6074,0.009585505
6075,0.005044245
6076,0.115480933
6077,0.166922801
6078,0.010683727
6079,0.019042773
6080,0.023065141
6081,0.093029354
6082,0.081180702
6083,0.094148593
6084,0.001368778
6085,0.071092155
6086,0.013896111
6087,0.014758084
6088,0.035993277
6089,0.010471342
6090,0.04741524
6091,0.046675692
6092,0.009704653
6093,0.017993088
6094,0.054150078
6095,0.431023463
6096,0.173660762
6097,0.103659264
6098,0.152630551
6099,0.101611975
6100,0.031406065
6101,0.335402549
6102,0.095817635
6103,0.285985105
6104,0.027924128
6105,0.021272594
6106,0.003230315
6107,0.009474231
6108,0.005306463
6109,0.109464274
6110,0.024683563
6111,0.050069458
6112,0.004076535
6113,0.024380449
6114,0.02845371
